Feature  0,Feature  1,target
-0.47310587061348175,0.7353236562454426,1
0.07368130721149593,-0.044260025193429184,0
-0.5851946570643809,0.06091292385983246,0
0.7277229300493258,0.33417688458595285,0
0.003707855629233305,0.033220296435219544,0
0.4941463148110945,0.29767282367380493,0
0.6981509319796958,-0.053705483855687644,0
1.515997404046755,0.4482484394042121,1
0.7075185422235448,-0.4742000974388359,1
0.5707218613311367,-0.6884011196094226,1
0.1570722962527423,-0.3385263968619577,0
-0.9525621344411208,-0.6870348753269291,1
1.0701705764315501,0.44605121980039253,1
-0.38166773015783256,-0.5503445491615091,0
1.500591037644688,0.7300631870752516,1
0.02263035083050869,-0.5327468851889134,0
-1.8058949531048158,0.6606639450349037,1
0.07023854675989893,0.531310930232445,0
-0.43330703847593394,-0.2741464021073371,0
-0.1395393351879514,-0.10696636468375424,0
0.5221747263943928,0.12117567370971122,0
-0.32481720707685907,-0.60093071660176,0
-0.6947234984012349,-0.158839623642191,0
-0.5987735803123387,-1.0711587450369966,1
-0.4414788588687785,-0.13047913169932424,0
0.3346295334485671,-0.051497818006117524,0
-0.8915795943996196,0.64902640695552,1
0.27891978472925527,-0.297680981162306,0
-0.16895050756602753,-0.25938402909893227,0
-0.07690503849669963,0.2840530827782874,0
-0.08552325605252063,0.2966542360144242,0
-0.4606220877427794,-0.34215895457991924,0
0.8816855874599278,-0.043843455483475256,1
-0.2281691021974565,-0.17736572688084085,0
0.08936385770077251,1.3710298434733583,1
0.1507527815529774,-0.5317226137168356,0
0.8606610438546962,1.0757328966423112,1
0.06796765318788887,-0.3268779914183046,0
-0.5787164596050488,1.0835476093912964,1
-0.330714691016733,0.2450152444792506,0
1.625566452468202,-0.25656560656284794,1
-0.772113865577002,0.629500044775872,1
0.4399668908558045,-0.8052766202226,1
-0.34135121810879365,-0.6741051235988692,0
-0.30356251413462426,-0.48961557030463754,0
-1.5226433808609974,0.7758041224782478,1
-0.7581167657496678,-2.065706737101636,1
0.30896194278688277,0.8419140548959234,1
-0.004292782717842235,0.5929025125771159,0
0.047369590426257394,0.3648241195186512,0
-0.5837146657024709,-0.22725410801017767,0
1.7159476835121108,0.30614882849389163,1
0.3111372014527808,-0.3550059465630837,0
-0.4963830827847466,-0.4687417340550599,0
-0.12414245639436074,0.4728103467172828,0
0.7043120730184604,-0.5351349390961396,1
-0.17376658704473158,-0.19284468555798018,0
-0.04750222444241588,-0.5061187420022221,0
-0.7938843548341706,0.2704045247185687,1
-0.31982886551454964,-1.7139415086372178,1
0.39479674596305825,0.05374392767445396,0
0.3672334420055288,1.0838100791726204,1
-0.6900465947588472,0.7450372593229805,1
-0.5141636278785995,-0.17502210566851067,0
0.2923426236486829,1.3270950459623252,1
-0.037561973969763955,0.865193854007057,1
-0.31820714350997875,0.8889387362068829,1
-0.3432038560107203,0.05789375916388128,0
-0.3337062225577281,0.7700043514927637,1
0.20031477499818073,-0.18307346258907786,0
0.7836035845095071,-0.7353245328665466,1
0.08009427539903742,-1.0170161116994882,1
0.9846216562424477,-0.17680958608498057,1
0.5944081211425848,0.3865990135775131,0
0.0648788039441577,0.1783608948024866,0
-1.2873609396684667,0.19095938942790036,1
0.17239313796573522,-0.39886382491636313,0
-0.7822969623835054,-0.8458458155877097,1
-0.41674381622761336,0.6007594041138776,0
0.3828719668733741,0.5368037618227621,0
-0.53482074094603,-1.0056852426242382,1
1.1929892909819702,0.6234134507026161,1
-1.2537232815330077,0.8923132504799682,1
0.8126589624534211,-0.4972208185770296,1
0.023190977858076906,-0.5363371946647791,0
-0.1835588048865847,-1.0628825752425857,1
-0.017696732241167232,0.5782480955903502,0
-0.19049939953374836,0.5073789948612173,0
0.3992366788974741,-0.7210115684232915,1
-0.3745970324864404,0.36293488251666683,0
0.8680930696303215,-0.8553453671179547,1
0.6294653331078269,0.7320318248020274,1
0.03076951727888049,0.3946642355642033,0
-0.18114644019217466,-0.17076448161445892,0
0.0581835667997336,0.7534083984298959,0
0.6295959727791715,0.4067313674614703,0
-0.4777977648777122,0.02414940599969623,0
-1.747716586722441,-0.5634900390385603,1
1.8698331124612773,-1.062760511130385,1
-0.4609177320491522,0.03351592190706865,0
-0.44233962829476436,0.2798753625111884,0
0.009849496768771197,-0.017059012692199487,0
0.4052625632294698,-1.262798306740441,1
0.20804787681414705,-0.16575134516669343,0
-0.02342430715924474,1.2689440345250707,1
-0.2680837965881891,-0.1439530531447793,0
-1.8745187282355016,0.7718118967059535,1
0.5834325780917373,-0.6131536557009314,1
0.7115564692547917,-0.4079241529512035,1
0.5556446208394684,0.3008439270452431,0
0.05927437705285276,0.9973452261599789,1
0.34933209483137795,0.18432418749151883,0
-0.23427040441287864,-0.4329167466619382,0
1.5689145490338465,-0.11246194678911749,1
0.14075646060093044,-0.4244174240215967,0
0.7828242485733601,-0.0851223373587189,0
0.20903808067787716,-1.072428231331495,1
0.11314997261394669,0.35481397542641135,0
-0.12238026058345079,0.011016050189283576,0
-1.3995763179179672,0.5288524138196757,1
-1.3054519567328517,-0.6572634324285941,1
-1.4097839927555949,0.26449793708659775,1
-0.1337283107790902,0.6517050440231258,0
0.4207493702981369,-0.394157620842603,0
-0.6069506070503681,0.4951938646620312,0
-1.7673467299235142,1.619941028387868,1
-1.8637550997559449,0.00238684360479247,1
-0.7301046539215279,0.28137691543494664,0
0.43986990851805696,0.9396977619882372,1
0.45642624163350026,1.5296520842831196,1
-0.13483281863269328,0.15374825907825665,0
-0.4330586206603398,0.2556215940960765,0
0.535130407544011,0.433080837512165,0
-0.4258282315941375,0.33147345531632844,0
0.27317183775503984,-0.14458298691677965,0
1.3193018089954731,0.335050471526154,1
-1.2113690426049823,0.9573323366334943,1
0.01712574204996101,0.9985907312652826,1
-0.18029611948636348,1.0634836410838409,1
-0.38493671607256497,0.07843411537061946,0
-0.23743563788673538,1.1801764384784446,1
-1.0788019257925905,0.8927817813516978,1
0.1912418555271127,-0.03552370786547671,0
0.12476302021962701,-0.2595278739000622,0
1.3326037566576676,1.0912379638635183,1
-0.5785693936214785,1.479541231505635,1
-0.3556568710226025,0.1863135967165523,0
0.2021373562881223,0.23649666421371038,0
1.143541978380472,0.07379079107974355,1
-0.9553538462330088,-0.9351189890474845,1
0.39987570525246635,-1.2450472870598146,1
0.46566112091852124,1.421429260933662,1
-1.3930737691455448,0.6311616307805045,1
0.8569738104849739,0.18473202222404755,1
1.1274853428426626,-0.5988921127987912,1
0.28974605170092027,-0.6088811004814844,0
0.44131935491048635,0.44430737052888697,0
-0.9753259795500661,-0.5168455878158851,1
1.00381091108439,-0.42456357491804525,1
0.2524480711144957,-0.48996107355803464,0
0.260691396746511,-0.2781325415005395,0
0.26884047863886923,0.4317493209860334,0
0.045452837397202496,-0.7620806408622022,0
-0.8423787813232422,0.4642535088774796,1
0.482213570452984,-0.21939172756398873,0
-0.7169327032836458,0.060589972888941385,0
0.8341916947685709,0.13725482212717502,1
-0.42911848252878904,0.323633288656587,0
0.06864419344497107,0.6849354413681852,0
0.3806328077821253,0.7583772110840891,1
0.4563497103663653,0.9677686552770303,1
-0.5103455182017594,0.1250312377450878,0
0.5089457217058542,-0.9144820784358841,1
1.0443503480760938,-0.8257448396325404,1
0.4197079833436578,-2.0791687428949666,1
-0.5861879937928134,-0.3961078122154112,0
1.1746876559154367,-0.3232158626871389,1
-1.219701096359567,-0.39759732490292093,1
0.02410065153245521,-0.5444532930136821,0
-0.11172845656623967,-0.30185049931998964,0
0.7046817659612672,-0.3298620460444489,0
0.12150876244262528,0.3912076893509709,0
0.2700691482484821,0.3040853649214382,0
0.2555452833460179,1.087556085860961,1
-0.03223418129225337,0.17206697474627564,0
0.23423861870458482,0.6898145747417128,0
-0.9952610639343411,-0.5499994543155663,1
-0.13101816006260733,-0.09179709711988827,0
-0.009784764099572822,-0.4877111862134803,0
-0.30723522881736276,-0.21861770505851946,0
-1.0457483990554217,0.12965504267366232,1
1.0353296543808432,0.7048855986029773,1
-0.45095026749790756,-0.37547154767119334,0
-0.7852957113508708,1.2390423130176023,1
-0.47622978746840045,0.1972786640199101,0
0.3542019401820938,-0.691235942581531,0
-0.45917607891679213,0.9343030412293757,1
-0.4029327277010136,0.23299786138387973,0
0.5326929688330817,0.2695196786567242,0
-0.430990211362775,-0.13220867622829346,0
0.5616299410175546,-0.8869165566935394,1
0.38995261388536584,0.24083294451580378,0
-1.5363093692640226,0.5992176144375403,1
-0.5682837368785656,1.159030608286331,1
-0.394206221634832,-0.9685969757499039,1
0.08506185693060318,0.3637631880686425,0
1.423679775880593,0.09654505848015404,1
0.08711895435208818,0.38995904912342777,0
-0.5040580868712549,0.07525753572416853,0
0.5432045322367446,0.1523083296520264,0
0.0008523998031820676,-0.5777689118587508,0
-0.3756252299802614,0.3421524613129006,0
-2.291922115801325,-0.7243514477511692,1
0.5058509792826563,0.5078339967994623,0
-0.07864870222433695,-0.6391592228460914,0
-0.9665291967089861,-0.15893313985443622,1
0.6499930131010117,-0.4724492136943073,0
-0.013090764001247665,-0.2041124810285089,0
-0.09719077675725929,0.673784053947259,0
0.23061087159626478,-0.8846708938966014,1
-0.3088389539309136,-1.1360215624313432,1
-0.6823039223021822,0.48511163960782794,1
0.7044670239022265,-0.34913862820886354,0
1.106992657182089,-0.04649245546949556,1
0.765832878421759,0.7451505770221789,1
-0.1376717783627909,-0.04538789530542188,0
0.18669038988046188,0.8996897879919342,1
-0.4188857609630143,-0.6109337321231825,0
0.4076873383170542,0.2200870949230953,0
-0.4113105187398746,-0.7175413655276174,1
-1.1367880141245095,0.13063131609749515,1
1.0722525194207697,0.42576194742617934,1
0.6826391078948524,0.8740764158221984,1
1.8196401673108562,0.041873756262892754,1
0.21837791746299778,1.2036477303886604,1
-0.3785390702362619,0.2534649841768762,0
-0.3134478857971555,-0.6256499991006833,0
0.3233460750071652,1.0294218361927252,1
0.40368055142618964,0.8029661646541446,1
-0.09281269150894819,0.05434248758709988,0
-0.15345422798817526,-0.21813027159644535,0
0.10636222784567895,0.25806639971250833,0
-0.132155540814053,-1.152918687174202,1
0.62712408768664,-0.2975235175760878,0
0.028934226402876143,-0.7086535460031727,0
0.4599376712557214,-1.0628382740422895,1
-0.3283834030909042,0.3267263909395295,0
-0.6368350287467183,0.4514112596524256,0
0.6472870449396628,0.2324621389629652,0
-0.15782782782839722,1.0534925404774398,1
0.7222270543887905,1.4767520468163609,1
-0.2737427076713203,-0.032110580141825794,0
0.18376488612676858,0.5528322543204769,0
-0.7182944966768781,0.0436142400900688,0
-0.7004149525115125,-0.40043296477266593,0
0.050604971641837505,-0.3377548196918664,0
-0.019455975945008884,1.2531711219738624,1
0.87382996790702,-0.7573493198946466,1
0.7494882047857151,0.43628909097812785,1
0.03430997215399785,-0.5875704621419959,0
-0.4679536969351994,0.6027613915438725,0
0.6727762357628113,-0.25915959945472555,0
-0.7994657702478246,0.4403233291408544,1
0.2292202260770861,-0.09202503626771931,0
0.6739611829041667,0.36280617987874436,0
0.17712519311831632,0.2449758782652492,0
-1.714196727264438,0.6251144946436475,1
-0.6763026478215061,0.3340416825643114,0
-0.2744824606899228,0.12050246646590201,0
-0.4786561367507056,0.43252045173039905,0
-0.8312709175636577,-0.6329099551093608,1
0.1272043741764224,0.9842942561014445,1
0.43428143837967026,0.5356388385755425,0
-0.18714064146991602,1.923450063670079,1
0.2362984107464921,-0.10978472626455313,0
-0.9889366153951322,0.3980793648633172,1
-0.9335458534319592,1.295036912799159,1
-0.1758511817453055,1.1365649565139342,1
-0.13233097884488876,0.6970163643642173,0
0.05093775310913058,-0.15005440164571632,0
0.5366435522745653,0.19883236270024715,0
0.44881585458471157,0.7846762833288855,1
0.6812097938219078,0.2918801925812668,0
-1.0454729255222392,-0.5090067211537608,1
0.6591589764534134,-0.16726984771804818,0
-0.7156658670150386,-1.1701603745680869,1
-0.3633587818762031,-0.7489770640521632,1
-0.7572353473008142,0.34115951655390814,1
-1.1199884272272742,0.5376943598732695,1
0.5752435410141041,-0.8703525048709942,1
-0.18987984209063122,-0.63016806593188,0
0.5820695019927601,0.05184363178173318,0
0.36418492999346885,0.3633015299684015,0
-0.08218634456236028,0.15182514783002848,0
1.105129246452439,-0.19374236615970164,1
-0.8849720137673701,1.0208957419773128,1
-0.39751282375977676,-0.14794220569731129,0
1.4674310357644373,-0.48732937968229423,1
0.6161002274615298,-0.9517513592417769,1
