Feature  0,Feature  1,target
-0.4900968056567644,0.03751277260477456,1
0.21983616587689633,-0.3996502170767754,1
-0.8545645415408961,-0.34947141948260196,0
-0.9564066733656205,-0.2567141087297963,0
-0.8787559260218469,-0.6303449575764127,0
0.26872110259867305,0.39923596003884154,1
-0.4087193644497777,0.2381483652808243,1
0.9518571105355,-0.02658429129312708,0
-0.1781826083717282,-0.46638882190288045,1
-0.5362609900296313,0.8278454168676259,0
0.20361680259404594,0.5091442573322502,1
0.42860650311486487,-0.22653954890481737,1
0.976987141347986,-0.2121536707389332,0
0.295419557005876,-0.3857173204125452,1
0.888004076409918,0.5565724372408525,0
-0.21400600278242118,-0.48936243955578296,1
0.4753541038551825,-0.08517995117380273,1
0.3801169543519921,-0.9627861484016746,0
-0.8745125193159803,-0.47493780284038656,0
0.90802489602037,0.4421784133847269,0
-0.43405133881473656,-0.258548997829391,1
-0.4214767013097024,0.004590406425919366,1
-0.46678691434387687,-0.2897644052535548,1
-0.2660319284043507,-0.4606476509808556,1
0.339672135303009,-0.3061253167972659,1
-0.8991963153998348,-0.4500938164435845,0
0.5194352942936994,-0.20750447511481962,1
0.42502058033029994,-0.14428956819510524,1
-0.2671041460540137,-0.36187996044684506,1
-0.10448877076427043,-0.5139261555747421,1
-0.4345930542171056,0.213278277271145,1
0.3527445049576033,-0.9239416564656271,0
-0.01722940032775694,-0.5228095802805063,1
-0.4664755889679101,0.3926732025079622,1
-0.21208958203003758,0.940314200618787,0
-0.9605141338400471,0.23579482906758775,0
-0.9157842337353854,-0.3330779810686321,0
-0.9301658616240012,-0.3857105768881134,0
-0.4698118256657308,0.11227521790210829,1
0.7798489849318163,0.5768109423930384,0
0.21328678518627564,-0.42405194460819823,1
-0.8014997332159285,-0.5573096415709731,0
0.05878683391817844,-0.4583320072697617,1
0.3089247663107886,0.44266278784840696,1
-0.5230492699486459,0.3122651738073564,1
-1.0453520032375678,0.18273542466197973,0
-1.0044256340429336,0.024345767464063355,0
-0.8695049529353542,0.5263400100055895,0
0.9606312026686618,-0.07015623086493591,0
-0.2507913381707605,0.3700767829804025,1
0.3993976555318673,-0.8519829719043807,0
-0.2369757043299011,-0.9708646405554138,0
-0.473824591373891,-0.11243438497835277,1
-0.02435824115357474,-0.5811203940364073,1
-0.05632632076883915,-0.9995085761588779,0
0.8223060853110591,-0.6192447449771736,0
0.8700697286146202,0.48000926023132506,0
-0.5099558172408445,-0.7840449797075137,0
-0.8333194066904356,0.5166962019674931,0
0.12232181999655081,0.48281812593916684,1
0.5039472845202169,-0.8208240320575605,0
